MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Misc Val,Mo Sold,SalePrice
20,60.0,6000,4,4,0.0,0.0,0.0,936.0,936.0,936,0,0,936,0.0,1,0,2,1,4,0,1974.0,2.0,576.0,0,32,112,0,0,0,2,93000
50,50.0,6000,5,7,0.0,384.0,0.0,384.0,768.0,768,560,0,1328,0.0,1,1,3,1,6,0,1950.0,1.0,308.0,0,12,0,0,0,0,3,129500
30,62.0,7404,4,6,0.0,0.0,0.0,861.0,861.0,861,0,0,861,0.0,1,0,2,1,5,0,1920.0,2.0,288.0,0,0,128,0,0,0,11,80000
30,50.0,5784,5,8,0.0,0.0,0.0,190.0,190.0,886,0,0,886,0.0,1,0,2,1,4,0,1938.0,1.0,273.0,144,20,80,0,0,0,12,91300
30,60.0,8520,5,8,0.0,0.0,0.0,624.0,624.0,792,0,0,792,0.0,1,0,2,1,5,0,1963.0,1.0,287.0,0,0,81,0,0,0,2,99500
70,60.0,9600,4,4,0.0,0.0,0.0,677.0,677.0,833,677,0,1510,0.0,2,0,3,1,7,0,1974.0,2.0,720.0,0,0,160,0,0,0,6,87500
50,50.0,3500,5,7,0.0,312.0,0.0,408.0,720.0,720,564,0,1284,0.0,1,1,2,1,5,0,1948.0,1.0,240.0,0,35,0,0,0,0,4,110000
70,70.0,8400,6,7,0.0,0.0,0.0,917.0,917.0,1090,917,0,2007,0.0,2,0,3,1,8,0,1930.0,1.0,357.0,0,235,0,0,0,0,6,160000
70,60.0,3600,6,7,0.0,0.0,0.0,624.0,624.0,664,624,0,1288,1.0,1,0,3,1,5,1,1917.0,1.0,280.0,0,103,0,0,0,0,5,119000
50,55.0,7264,7,7,0.0,0.0,0.0,952.0,952.0,952,596,0,1548,0.0,2,1,3,1,5,0,1978.0,2.0,672.0,74,0,0,0,144,0,10,205000
70,50.0,4960,5,7,0.0,0.0,0.0,297.0,297.0,1001,653,0,1654,0.0,2,0,3,1,7,1,1955.0,1.0,336.0,244,60,0,0,0,0,5,137000
50,50.0,6000,4,6,0.0,672.0,0.0,0.0,672.0,757,567,0,1324,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,7,128000
50,50.0,6000,5,8,0.0,0.0,0.0,884.0,884.0,884,464,0,1348,1.0,1,0,3,1,5,1,1960.0,1.0,216.0,0,0,208,0,0,0,5,117000
50,50.0,6000,6,6,0.0,0.0,0.0,780.0,780.0,825,587,0,1412,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,0,0,0,5,132500
50,60.0,6000,5,5,444.0,220.0,0.0,248.0,468.0,822,320,0,1142,0.0,1,0,3,1,6,0,1924.0,1.0,320.0,0,0,98,0,0,0,6,93000
45,50.0,6000,6,7,0.0,0.0,0.0,884.0,884.0,904,0,0,904,0.0,1,0,2,1,4,0,1926.0,1.0,180.0,0,0,105,0,0,0,1,119000
30,60.0,6911,5,5,0.0,405.0,0.0,740.0,1145.0,1301,0,0,1301,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,0,0,0,10,100000
50,51.0,6120,5,6,0.0,0.0,0.0,927.0,927.0,1067,472,0,1539,0.0,1,1,3,1,5,0,1995.0,2.0,576.0,112,0,0,0,0,0,4,141500
50,51.0,6120,4,7,0.0,0.0,0.0,884.0,884.0,989,584,0,1573,0.0,1,0,3,1,6,0,1935.0,1.0,240.0,0,0,54,0,120,0,7,133000
30,51.0,6120,5,7,0.0,209.0,0.0,506.0,715.0,875,0,0,875,1.0,1,0,2,1,5,0,1931.0,1.0,180.0,48,0,0,0,0,0,11,105000
30,51.0,6120,5,6,0.0,0.0,0.0,960.0,960.0,995,0,0,995,0.0,1,0,2,1,5,0,1926.0,1.0,264.0,0,15,51,0,0,0,3,115000
70,57.0,8094,6,6,0.0,0.0,0.0,1048.0,1048.0,1048,720,0,1768,0.0,2,0,3,1,8,0,1930.0,2.0,576.0,0,0,150,0,0,0,6,155000
70,50.0,2500,7,8,0.0,299.0,0.0,611.0,910.0,916,910,0,1826,1.0,1,1,4,1,7,1,1915.0,1.0,164.0,0,0,0,0,0,0,6,155000
70,68.0,9928,7,8,0.0,0.0,0.0,672.0,672.0,1272,672,0,1944,0.0,2,0,3,1,8,0,1915.0,1.0,216.0,24,28,0,0,0,400,6,179900
70,57.0,6876,6,5,0.0,522.0,0.0,198.0,720.0,1146,784,0,1930,1.0,2,0,4,1,8,0,1927.0,1.0,316.0,0,0,213,0,0,0,8,149000
50,60.0,5160,6,6,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,1666,0.0,1,0,3,1,4,0,1927.0,1.0,384.0,0,0,148,0,0,0,8,135000
70,54.0,6629,6,6,0.0,551.0,0.0,121.0,672.0,697,672,0,1369,1.0,2,0,3,1,6,0,1930.0,1.0,300.0,147,0,0,0,0,0,7,103600
50,60.0,9780,5,3,0.0,0.0,0.0,585.0,585.0,687,425,0,1112,1.0,2,0,4,1,6,0,1934.0,1.0,226.0,0,0,0,0,0,0,3,63000
80,70.0,12886,5,6,0.0,444.0,0.0,76.0,520.0,1464,0,0,1464,0.0,2,0,3,1,6,1,1997.0,2.0,480.0,302,0,0,0,100,0,10,175000
20,80.0,8816,5,6,0.0,651.0,0.0,470.0,1121.0,1121,0,0,1121,1.0,1,0,3,1,5,0,1963.0,2.0,480.0,0,80,0,0,0,0,6,139000
60,70.0,11184,6,5,92.0,226.0,500.0,192.0,918.0,918,765,0,1683,0.0,2,1,3,1,7,1,1978.0,2.0,440.0,243,0,0,0,0,0,7,172500
20,75.0,11625,5,6,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,0.0,1,1,3,1,6,1,1984.0,1.0,668.0,0,215,0,0,0,0,4,113500
20,65.0,7800,5,7,89.0,450.0,0.0,414.0,864.0,899,0,0,899,0.0,1,0,3,1,5,0,1967.0,1.0,288.0,64,0,0,0,0,0,6,130000
85,74.0,8740,5,6,0.0,672.0,0.0,168.0,840.0,860,0,0,860,1.0,1,0,2,1,4,0,1996.0,2.0,528.0,0,0,0,0,0,0,7,137000
80,88.0,15312,6,5,54.0,588.0,0.0,550.0,1138.0,1138,0,0,1138,0.0,1,0,3,1,6,1,1960.0,2.0,480.0,0,0,0,0,140,0,3,148000
20,73.0,9855,6,5,0.0,0.0,0.0,1436.0,1436.0,1689,0,0,1689,0.0,1,0,3,1,7,1,1956.0,2.0,480.0,0,0,0,0,0,0,11,127500
20,68.0,9571,5,5,0.0,257.0,0.0,816.0,1073.0,1073,0,0,1073,1.0,1,0,2,1,5,0,1956.0,1.0,340.0,0,0,0,0,0,0,2,121500
20,68.0,9571,5,3,0.0,0.0,0.0,1276.0,1276.0,1276,0,0,1276,0.0,1,0,3,1,5,0,1958.0,1.0,350.0,0,0,0,0,0,0,6,60000
60,50.0,9350,6,7,0.0,342.0,0.0,405.0,747.0,892,747,0,1639,0.0,1,1,3,1,6,1,1946.0,1.0,240.0,0,50,0,0,0,0,7,154400
30,50.0,9340,4,6,0.0,344.0,0.0,328.0,672.0,672,0,0,672,1.0,1,0,2,1,4,0,1941.0,1.0,234.0,0,113,0,0,0,0,8,113000
20,62.0,7440,5,6,0.0,173.0,0.0,916.0,1089.0,1089,0,0,1089,1.0,1,0,3,1,5,1,1954.0,1.0,252.0,328,0,0,0,0,0,9,125000
120,42.0,4235,5,5,149.0,552.0,393.0,104.0,1049.0,1049,0,0,1049,1.0,2,0,2,1,5,0,1984.0,1.0,266.0,0,105,0,0,0,0,2,139500
50,60.0,11409,5,4,0.0,292.0,0.0,476.0,768.0,1148,568,0,1716,0.0,1,1,3,1,8,1,1949.0,1.0,281.0,0,0,0,0,160,0,1,131000
50,60.0,9060,6,5,0.0,204.0,0.0,356.0,560.0,698,560,0,1258,0.0,1,0,2,1,6,0,1939.0,1.0,280.0,0,0,0,0,0,0,10,105000
70,60.0,9084,4,5,0.0,0.0,0.0,755.0,755.0,755,755,0,1510,1.0,1,0,4,1,7,1,1940.0,1.0,296.0,120,0,0,0,0,0,10,108000
80,74.0,10778,7,6,0.0,460.0,286.0,308.0,1054.0,1061,0,0,1061,1.0,1,1,1,1,4,0,1990.0,2.0,462.0,114,36,0,0,0,0,7,162000
80,66.0,19255,6,5,100.0,70.0,450.0,0.0,520.0,1338,0,0,1338,0.0,1,1,2,1,5,1,1983.0,2.0,576.0,0,0,0,0,0,600,9,156500
50,79.0,12327,8,8,0.0,1441.0,0.0,55.0,1496.0,1496,636,0,2132,1.0,1,1,1,1,5,1,1983.0,2.0,612.0,349,40,0,0,0,0,9,316600
20,90.0,14684,7,7,234.0,485.0,177.0,1496.0,2158.0,2196,0,0,2196,0.0,2,0,3,1,7,1,1990.0,3.0,701.0,84,70,0,0,0,0,6,271900
60,75.0,9317,7,5,137.0,513.0,0.0,227.0,740.0,1006,769,0,1775,1.0,2,1,3,1,7,1,1993.0,2.0,425.0,234,72,192,0,0,0,7,213000
60,85.0,10560,7,5,0.0,474.0,0.0,605.0,1079.0,1079,800,0,1879,1.0,2,1,3,1,8,1,1993.0,2.0,473.0,400,100,144,0,0,0,8,239900
60,80.0,9828,8,5,0.0,584.0,0.0,544.0,1128.0,1142,878,0,2020,0.0,2,1,3,1,8,1,1995.0,2.0,466.0,0,155,0,0,0,0,6,239500
20,79.0,10637,8,5,336.0,1288.0,0.0,417.0,1705.0,1718,0,0,1718,1.0,2,0,3,1,7,1,2007.0,3.0,826.0,208,44,0,0,0,0,9,297000
20,61.0,10226,8,5,270.0,0.0,0.0,1622.0,1622.0,1630,0,0,1630,1.0,2,0,3,1,8,1,2008.0,3.0,860.0,172,42,0,0,0,0,1,295493
20,65.0,10816,9,5,364.0,1104.0,0.0,616.0,1720.0,1720,0,0,1720,1.0,2,0,3,1,8,1,2008.0,3.0,846.0,208,104,0,0,0,0,11,332000
20,71.0,9178,8,5,0.0,0.0,0.0,1468.0,1468.0,1468,0,0,1468,0.0,2,0,3,1,6,1,2008.0,3.0,904.0,192,142,0,0,0,0,6,239900
60,68.0,10769,8,5,0.0,20.0,0.0,846.0,866.0,866,902,0,1768,0.0,2,1,3,1,7,0,2007.0,2.0,578.0,144,105,0,0,0,0,4,212000
20,77.0,11422,8,5,352.0,1359.0,0.0,479.0,1838.0,1838,0,0,1838,1.0,2,0,3,1,7,2,2007.0,2.0,524.0,154,222,0,0,0,0,4,272500
20,122.0,11923,9,5,0.0,0.0,0.0,1800.0,1800.0,1800,0,0,1800,0.0,2,0,2,1,7,0,2007.0,2.0,702.0,288,136,0,0,0,0,5,239000
20,68.0,8814,7,5,180.0,1334.0,0.0,270.0,1604.0,1604,0,0,1604,1.0,2,1,3,1,8,1,2006.0,2.0,660.0,123,110,0,0,0,0,3,220000
20,64.0,6762,7,5,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,1.0,2,0,2,1,6,1,2007.0,2.0,662.0,168,0,0,0,0,0,5,200000
20,95.0,10324,8,5,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,1.0,2,0,2,1,5,0,2008.0,3.0,810.0,168,92,0,0,0,0,3,221800
20,64.0,7314,7,5,82.0,724.0,0.0,508.0,1232.0,1232,0,0,1232,1.0,2,0,2,1,6,0,2007.0,2.0,632.0,132,0,0,0,0,0,2,194500
20,78.0,11645,8,5,76.0,24.0,0.0,1474.0,1498.0,1498,0,0,1498,0.0,2,0,3,1,7,1,2005.0,3.0,844.0,144,98,0,0,0,0,3,237000
60,79.0,11646,6,5,0.0,0.0,0.0,704.0,704.0,704,718,0,1422,0.0,2,1,3,1,7,1,2005.0,2.0,440.0,36,28,0,0,0,0,7,173000
20,82.0,12464,5,5,0.0,732.0,0.0,308.0,1040.0,1040,0,0,1040,1.0,1,0,3,1,6,0,2000.0,2.0,576.0,168,0,0,0,0,0,11,152000
20,65.0,9757,5,7,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1.0,1,0,3,1,5,0,1995.0,1.0,440.0,66,0,0,0,92,0,10,143000
60,65.0,15426,6,5,0.0,821.0,0.0,107.0,928.0,928,836,0,1764,1.0,2,1,3,1,7,0,1997.0,2.0,470.0,276,99,0,0,0,0,8,231500
60,43.0,10667,7,6,0.0,385.0,344.0,70.0,799.0,827,834,0,1661,1.0,2,1,3,1,6,1,1996.0,2.0,550.0,158,61,0,0,0,0,4,212000
20,65.0,14753,7,5,0.0,950.0,0.0,513.0,1463.0,1463,0,0,1463,1.0,2,0,3,1,5,0,1998.0,2.0,539.0,0,81,0,0,0,0,12,207000
20,112.0,10859,5,5,0.0,0.0,0.0,1097.0,1097.0,1097,0,0,1097,0.0,1,1,3,1,6,0,1995.0,2.0,672.0,392,64,0,0,0,0,6,145000
20,60.0,8072,5,5,0.0,746.0,0.0,244.0,990.0,990,0,0,990,1.0,1,0,3,1,5,0,2000.0,2.0,480.0,0,64,0,0,0,0,5,138000
60,80.0,10400,7,5,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,0.0,2,1,3,1,6,0,1998.0,2.0,546.0,198,36,0,0,0,0,3,197900
20,78.0,10335,7,5,183.0,679.0,0.0,811.0,1490.0,1501,0,0,1501,1.0,2,0,3,1,6,0,1999.0,2.0,577.0,144,29,0,0,0,0,6,204000
20,68.0,9017,7,5,0.0,560.0,0.0,871.0,1431.0,1431,0,0,1431,1.0,2,0,3,1,6,0,1999.0,2.0,666.0,0,35,0,0,0,0,9,192000
60,70.0,8750,6,5,120.0,606.0,0.0,322.0,928.0,928,844,0,1772,1.0,2,1,3,1,7,1,1998.0,2.0,492.0,150,96,0,0,0,0,4,200000
60,68.0,8935,7,5,95.0,0.0,0.0,831.0,831.0,831,829,0,1660,0.0,2,1,3,1,7,0,2002.0,2.0,493.0,144,68,0,0,0,0,7,195000
20,67.0,9808,7,5,110.0,788.0,0.0,785.0,1573.0,1573,0,0,1573,1.0,2,0,3,1,6,0,2002.0,2.0,544.0,0,72,0,0,0,0,3,227000
60,79.0,12420,7,5,0.0,666.0,0.0,278.0,944.0,944,896,0,1840,1.0,2,1,3,1,6,0,2001.0,2.0,622.0,0,45,0,0,0,0,6,230000
20,67.0,16285,7,5,0.0,0.0,0.0,1413.0,1413.0,1430,0,0,1430,0.0,2,0,3,1,6,0,2001.0,2.0,605.0,0,33,0,0,0,0,6,187100
20,65.0,10739,7,5,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,1.0,2,0,3,1,6,0,2002.0,2.0,577.0,144,40,0,0,0,0,4,203000
20,75.0,11166,7,5,180.0,24.0,0.0,1468.0,1492.0,1492,0,0,1492,0.0,2,0,3,1,6,1,2001.0,2.0,608.0,0,114,0,0,168,0,7,201000
20,76.0,6950,5,7,40.0,710.0,72.0,132.0,914.0,914,0,0,914,1.0,1,0,2,1,5,0,1979.0,2.0,444.0,0,0,0,0,0,0,10,134900
20,36.0,15523,5,6,0.0,460.0,0.0,404.0,864.0,864,0,0,864,1.0,1,0,3,1,5,1,1972.0,1.0,338.0,0,0,0,0,0,0,8,133500
20,60.0,7200,5,5,0.0,777.0,0.0,117.0,894.0,894,0,0,894,0.0,1,0,2,1,6,0,1985.0,2.0,600.0,215,0,0,0,0,0,9,123000
85,60.0,7200,5,8,0.0,660.0,0.0,108.0,768.0,768,0,0,768,0.0,1,0,2,1,5,0,1974.0,1.0,396.0,192,0,0,0,0,0,4,133900
85,70.0,8445,5,7,0.0,656.0,0.0,112.0,768.0,768,0,0,768,1.0,1,0,2,1,5,0,1988.0,2.0,396.0,58,0,0,0,0,0,3,133000
20,90.0,15750,8,5,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,1.0,2,0,2,1,5,1,1999.0,2.0,521.0,135,34,0,0,0,0,6,220000
20,73.0,11883,7,5,196.0,690.0,0.0,814.0,1504.0,1504,0,0,1504,1.0,2,0,3,1,6,1,1996.0,2.0,478.0,115,66,0,0,0,0,6,203000
20,70.0,8750,7,5,209.0,1111.0,0.0,306.0,1417.0,1417,0,0,1417,1.0,2,0,3,1,7,1,1997.0,2.0,511.0,60,0,0,0,117,0,8,210000
60,70.0,8750,7,5,0.0,0.0,0.0,880.0,880.0,909,807,0,1716,0.0,2,1,2,1,7,1,1996.0,2.0,512.0,0,120,0,0,0,0,7,191000
20,70.0,9100,7,5,0.0,0.0,0.0,1212.0,1212.0,1212,0,0,1212,0.0,2,0,3,1,6,0,2001.0,2.0,573.0,356,0,0,0,0,0,6,178000
20,75.0,9750,7,5,171.0,0.0,0.0,1630.0,1630.0,1630,0,0,1630,0.0,2,0,3,1,6,1,2000.0,2.0,451.0,74,234,0,0,0,0,10,213000
60,65.0,9313,7,5,0.0,0.0,0.0,864.0,864.0,864,864,0,1728,0.0,2,1,3,1,7,0,2004.0,2.0,572.0,187,56,0,0,0,0,4,190000
20,63.0,8487,7,5,210.0,20.0,0.0,1480.0,1500.0,1500,0,0,1500,0.0,2,0,3,1,6,0,2004.0,2.0,570.0,192,36,0,0,0,0,8,190000
60,64.0,8633,6,5,0.0,193.0,0.0,545.0,738.0,738,738,0,1476,1.0,2,1,3,1,7,0,2005.0,2.0,540.0,100,35,0,0,0,0,2,173500
60,85.0,11069,6,5,0.0,0.0,0.0,608.0,608.0,608,788,0,1396,0.0,2,1,3,1,6,1,2007.0,2.0,440.0,100,36,0,0,0,0,7,170000
20,75.0,9937,5,7,0.0,637.0,0.0,849.0,1486.0,1486,0,0,1486,1.0,1,0,3,1,7,0,1968.0,2.0,480.0,0,0,0,0,0,0,3,167000
20,67.0,8877,4,6,0.0,690.0,0.0,126.0,816.0,816,0,0,816,1.0,1,0,2,1,3,1,1958.0,1.0,288.0,0,0,0,0,0,0,5,100000
60,75.0,7950,6,6,140.0,535.0,0.0,155.0,690.0,698,728,0,1426,0.0,1,1,3,1,6,0,1977.0,2.0,440.0,252,0,0,0,0,0,7,159500
20,80.0,10682,4,6,0.0,399.0,0.0,615.0,1014.0,1149,0,0,1149,1.0,1,0,3,1,7,0,1968.0,1.0,544.0,0,240,0,0,0,0,7,127000
80,72.0,7200,6,6,255.0,631.0,0.0,410.0,1041.0,1125,0,0,1125,1.0,1,0,3,1,6,1,1977.0,1.0,352.0,296,0,0,0,0,0,10,125000
20,86.0,13286,9,5,340.0,1234.0,0.0,464.0,1698.0,1698,0,0,1698,1.0,2,0,3,1,8,1,2007.0,3.0,768.0,327,64,0,0,0,0,2,320000
180,35.0,3675,6,5,80.0,547.0,0.0,0.0,547.0,1072,0,0,1072,1.0,1,0,2,1,5,0,2005.0,2.0,525.0,0,28,0,0,0,0,4,145500
20,64.0,6410,4,5,0.0,332.0,243.0,301.0,876.0,876,0,0,876,0.0,1,0,3,1,5,0,1959.0,1.0,320.0,0,0,0,0,0,0,3,85000
20,70.0,11767,5,5,0.0,1078.0,0.0,0.0,1078.0,1368,0,0,1368,1.0,1,0,3,1,6,0,1950.0,1.0,195.0,0,41,211,0,0,900,6,120000
20,70.0,11767,5,5,259.0,546.0,0.0,604.0,1150.0,1560,0,0,1560,0.0,1,0,2,1,7,1,1956.0,1.0,313.0,0,0,0,0,0,0,5,103500
50,67.0,12354,6,8,0.0,0.0,0.0,684.0,684.0,684,512,0,1196,0.0,1,0,3,1,7,0,2005.0,2.0,528.0,0,46,0,0,0,800,8,110000
50,45.0,8212,5,6,0.0,626.0,0.0,94.0,720.0,854,444,0,1298,0.0,1,0,3,1,6,2,1940.0,1.0,256.0,84,0,0,0,0,0,9,122000
50,60.0,10998,5,5,0.0,408.0,420.0,156.0,984.0,984,620,0,1604,0.0,2,0,3,1,6,0,1977.0,2.0,660.0,0,68,0,0,0,0,7,117000
50,70.0,6300,5,4,88.0,832.0,0.0,0.0,832.0,832,436,0,1268,0.0,1,1,3,1,7,2,1938.0,1.0,250.0,0,0,55,0,0,0,7,160000
50,55.0,4500,5,5,0.0,182.0,0.0,611.0,793.0,848,672,0,1520,0.0,1,0,3,1,6,0,1968.0,1.0,281.0,0,0,56,0,0,0,7,159434
50,60.0,9900,6,7,0.0,0.0,0.0,778.0,778.0,944,545,0,1489,0.0,2,0,3,1,7,1,1940.0,1.0,240.0,335,0,0,0,0,0,7,139500
70,43.0,5707,6,6,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,0.0,1,1,3,1,6,1,1926.0,1.0,180.0,329,96,0,0,0,0,3,105000
50,65.0,7804,4,3,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,1.0,2,0,4,1,7,2,1981.0,2.0,576.0,431,44,0,0,0,0,12,135000
30,64.0,8574,6,8,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,0.0,1,0,3,1,6,1,1916.0,2.0,440.0,0,0,180,0,0,0,10,147500
50,51.0,6171,6,6,0.0,264.0,0.0,712.0,976.0,1160,448,0,1608,0.0,2,1,3,1,7,1,1925.0,1.0,216.0,147,16,0,0,0,0,10,137450
50,57.0,7558,6,6,0.0,0.0,0.0,896.0,896.0,1172,741,0,1913,0.0,1,1,3,1,9,1,1929.0,2.0,342.0,0,0,0,0,0,0,3,177000
50,52.0,6292,7,7,0.0,0.0,0.0,861.0,861.0,877,600,0,1477,0.0,2,0,3,1,6,1,1928.0,1.0,216.0,0,50,0,0,0,0,8,145000
50,60.0,13680,5,6,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,1.0,1,1,2,1,6,2,1961.0,2.0,440.0,0,21,150,0,0,0,2,205000
50,130.0,9600,5,7,0.0,428.0,0.0,300.0,728.0,976,332,0,1308,1.0,1,1,2,1,7,2,1940.0,1.0,256.0,0,70,0,0,0,0,6,160000
30,80.0,13360,5,7,0.0,713.0,0.0,163.0,876.0,964,0,0,964,1.0,1,0,2,1,5,0,1921.0,2.0,432.0,0,0,44,0,0,0,8,163500
50,54.0,7681,5,6,0.0,0.0,0.0,731.0,731.0,820,523,0,1343,0.0,1,1,3,1,7,1,1921.0,1.0,186.0,192,0,102,0,0,0,7,154900
70,75.0,12000,7,7,0.0,275.0,0.0,429.0,704.0,860,704,0,1564,0.0,1,1,3,1,7,1,1941.0,1.0,234.0,0,0,0,0,0,0,7,174500
50,78.0,15600,5,7,0.0,312.0,507.0,248.0,1067.0,986,537,0,1523,1.0,2,0,3,1,7,1,1949.0,1.0,295.0,0,0,81,0,0,0,10,158000
20,80.0,14000,6,8,0.0,0.0,0.0,1092.0,1092.0,1152,0,0,1152,0.0,1,0,3,1,6,1,1950.0,1.0,300.0,0,36,0,0,0,0,8,158500
20,100.0,17500,6,5,420.0,784.0,435.0,91.0,1310.0,1906,0,0,1906,1.0,1,1,3,1,6,2,1954.0,2.0,576.0,0,201,0,0,0,0,1,224000
160,24.0,1733,6,6,0.0,0.0,0.0,516.0,516.0,516,516,0,1032,0.0,1,0,2,1,5,1,1980.0,2.0,452.0,279,0,0,0,0,0,5,115000
160,24.0,1488,6,6,0.0,471.0,0.0,90.0,561.0,561,668,0,1229,1.0,1,1,2,1,5,1,1980.0,2.0,462.0,176,0,0,0,0,0,10,137000
160,24.0,1612,6,6,0.0,0.0,0.0,561.0,561.0,561,668,0,1229,0.0,1,1,2,1,5,1,1980.0,2.0,462.0,154,0,0,0,0,0,7,121000
160,24.0,1300,6,6,0.0,285.0,0.0,276.0,561.0,561,668,0,1229,0.0,1,1,2,1,5,1,1980.0,2.0,462.0,150,0,0,0,0,0,5,124000
70,60.0,6402,5,5,0.0,0.0,0.0,596.0,596.0,596,596,0,1192,0.0,1,0,3,1,6,0,1920.0,1.0,189.0,0,0,137,0,0,0,7,78000
30,60.0,10200,4,6,0.0,0.0,0.0,572.0,572.0,572,0,0,572,0.0,1,0,2,1,4,0,1940.0,1.0,200.0,0,0,72,0,0,0,5,75000
60,75.0,10125,8,5,0.0,445.0,250.0,412.0,1107.0,1040,1012,0,2052,0.0,2,1,3,1,7,1,2000.0,3.0,642.0,210,91,0,0,0,0,5,251000
20,43.0,12118,7,5,108.0,0.0,0.0,1710.0,1710.0,1710,0,0,1710,0.0,2,0,3,1,7,1,2004.0,2.0,550.0,100,48,0,0,180,0,4,240000
60,71.0,12209,6,5,0.0,690.0,0.0,114.0,804.0,804,1157,0,1961,1.0,2,1,3,1,7,1,2001.0,2.0,560.0,125,192,0,0,0,0,6,215000
85,75.0,9750,6,6,0.0,767.0,0.0,135.0,902.0,926,0,0,926,1.0,1,0,2,1,5,1,1977.0,1.0,351.0,319,0,0,0,0,0,4,156450
85,72.0,9360,6,7,0.0,841.0,116.0,0.0,957.0,1287,0,0,1287,1.0,1,1,2,1,5,2,1977.0,2.0,541.0,302,39,0,0,120,0,11,173000
20,82.0,11070,5,5,0.0,55.0,0.0,1527.0,1582.0,1595,0,0,1595,1.0,2,0,2,1,5,0,1991.0,2.0,672.0,0,0,0,0,0,0,4,152000
20,89.0,12898,9,5,70.0,1022.0,0.0,598.0,1620.0,1620,0,0,1620,1.0,2,0,2,1,6,1,2008.0,3.0,912.0,228,0,0,0,0,0,9,315500
60,83.0,13159,7,5,0.0,0.0,0.0,846.0,846.0,846,846,0,1692,0.0,2,1,3,1,6,0,2009.0,2.0,650.0,208,114,0,0,0,0,7,224500
20,113.0,13438,9,5,246.0,1758.0,0.0,432.0,2190.0,2036,0,0,2036,1.0,2,0,3,1,9,1,2008.0,3.0,780.0,90,154,0,0,0,0,7,410000
20,79.0,14463,9,5,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,1.0,2,0,3,1,7,0,2008.0,3.0,885.0,0,95,0,0,0,0,1,316500
20,73.0,8925,8,5,0.0,16.0,0.0,1450.0,1466.0,1466,0,0,1466,0.0,2,0,3,1,7,0,2007.0,3.0,610.0,100,18,0,0,0,0,7,201000
20,130.0,11457,6,5,0.0,1005.0,0.0,387.0,1392.0,1412,0,0,1412,1.0,2,0,3,1,6,1,1988.0,2.0,576.0,0,0,169,0,0,0,3,175000
60,75.0,9157,7,5,0.0,0.0,0.0,912.0,912.0,1072,942,0,2014,0.0,2,1,3,1,9,0,2003.0,2.0,486.0,124,114,0,0,0,0,2,170000
20,85.0,14601,9,5,584.0,1260.0,0.0,578.0,1838.0,1838,0,0,1838,1.0,2,0,2,1,8,1,2006.0,3.0,765.0,270,68,0,0,0,0,3,315000
20,85.0,12633,9,5,290.0,1640.0,0.0,338.0,1978.0,1978,0,0,1978,1.0,2,0,2,1,7,1,2007.0,3.0,920.0,308,52,0,0,0,0,5,425000
20,75.0,12518,5,7,182.0,532.0,0.0,476.0,1008.0,1008,0,0,1008,0.0,1,0,3,1,6,0,1968.0,1.0,384.0,144,0,0,0,0,0,4,139500
180,21.0,1596,4,5,0.0,462.0,0.0,0.0,462.0,526,462,0,988,1.0,1,0,2,1,5,0,1973.0,1.0,297.0,120,101,0,0,0,0,11,91000
20,62.0,9858,5,6,0.0,510.0,0.0,354.0,864.0,874,0,0,874,1.0,1,0,3,1,5,0,1968.0,1.0,288.0,33,0,0,0,0,600,11,130000
180,21.0,1526,4,8,0.0,515.0,0.0,115.0,630.0,630,0,0,630,1.0,1,0,1,1,3,0,1970.0,1.0,286.0,0,0,0,0,0,0,5,86000
20,83.0,13383,5,5,176.0,594.0,0.0,594.0,1188.0,1404,0,0,1404,0.0,2,0,3,1,7,1,1969.0,2.0,504.0,0,16,0,0,0,0,3,160000
180,21.0,1477,4,4,0.0,509.0,0.0,121.0,630.0,630,0,0,630,1.0,1,0,1,1,3,0,1970.0,1.0,286.0,0,0,0,0,0,0,4,80000
